gameid; time; roundNum; trialType; condition; nameClickedObj; targetStatusClickedObj; spLocsClickedObj; lisLocsClickedObj; basiclevelClickedObj; superdomainClickedObj; alt1Name; alt1TargetStatus; alt1SpLocs; alt1LisLocs; alt1Basiclevel; alt1superdomain; alt2Name; alt2TargetStatus; alt2SpLocs; alt2LisLocs; alt2Basiclevel; alt2superdomain;numMessages;numSMessages;numLMessages;speakerMessages;listenerMessages;messageTimeStamps;refExp;sizeMentioned;colorMentioned;typeMentioned;otherFeatureMentioned;basiclevelMentioned;superClassMentioned;superclassattributeMentioned;utteranceContracted;oneMentioned;theMentioned;clickedType;clickedSize;clickedColor;colorPreNominal;sizePreNominal;;notes;;;alt1TypeLabelTest;alt1BLLabelTest;alt1DomainLabelTest;alt2TypeLabelTest;alt2BLLabelTest;alt2DomainLabelTest
8430-f;1.45E+12;22;subSuperTrial;distr22;tShirt;target;3;4;shirt;clothing;bathrobe;distrClass2;2;2;NA;clothing;dress;distrClass2;4;3;NA;clothing;1;1;0;blue shirt;;1.45E+12;blue shirt;FALSE;TRUE;FALSE;;TRUE;;;;;;tShirt;NA;NA;;;;;;;bathrobe, tShirt;bathrobe, shirt;bathrobe, clothing;dress, tShirt;dress, shirt;dress, clothing
7830-a;1.45E+12;25;subSuperTrial;distr22;swordFish;target;4;3;fish;animal;kitten;distrClass2;3;2;NA;animal;elephant;distrClass2;2;4;NA;animal;1;1;0;sword;;1.45E+12;sword;FALSE;FALSE;TRUE;;;;;TRUE;;;swordFish;NA;NA;;;;;;;kitten, swordFish;kitten, fish;kitten, animal;elephant, swordFish;elephant, fish;elephant, animal
3293-5;1.45E+12;49;subSuperTrial;distr22;eagle;target;4;2;bird;animal;pig;distrClass2;3;4;NA;animal;elephant;distrClass2;2;3;NA;animal;1;1;0;eagle;;1.45E+12;eagle;FALSE;FALSE;TRUE;;;;;;;;eagle;NA;NA;;;;;;;pig, eagle;pig, bird;pig, animal;elephant, eagle;elephant, bird;elephant, animal
5076-0;1.45E+12;16;subSuperTrial;distr22;sportsCar;target;3;4;car;vehicle;motorcycle;distrClass2;4;2;NA;vehicle;firetruck;distrClass2;2;3;NA;vehicle;1;1;0;Silver object;;1.45E+12;Silver object;FALSE;TRUE;FALSE;;;;;;TRUE;;sportsCar;NA;NA;;;;;;;motorcycle, sportsCar;motorcycle, car;motorcycle, vehicle;firetruck, sportsCar;firetruck, car;firetruck, vehicle
5239-5;1.45E+12;71;subSuperTrial;distr22;sportsCar;target;4;3;car;vehicle;motorcycle;distrClass2;2;4;NA;vehicle;firetruck;distrClass2;3;2;NA;vehicle;1;1;0;car;;1.45E+12;car;FALSE;FALSE;FALSE;;TRUE;;;;;;sportsCar;NA;NA;;;;;;;motorcycle, sportsCar;motorcycle, car;motorcycle, vehicle;firetruck, sportsCar;firetruck, car;firetruck, vehicle
0198-d;1.45E+12;9;subSuperTrial;distr22;convertible;target;3;2;car;vehicle;motorcycle;distrClass2;2;3;NA;vehicle;firetruck;distrClass2;4;4;NA;vehicle;1;1;0;car;;1.45E+12;car;FALSE;FALSE;FALSE;;TRUE;;;;;;convertible;NA;NA;;;;;;;motorcycle, convertible;motorcycle, car;motorcycle, vehicle;firetruck, convertible;firetruck, car;firetruck, vehicle
5076-0;1.45E+12;23;subSuperTrial;distr22;hawaiiShirt;target;4;4;shirt;clothing;bathrobe;distrClass2;2;2;NA;clothing;gloves;distrClass2;3;3;NA;clothing;1;1;0;Short sleeves;;1.45E+12;Short sleeves;FALSE;FALSE;FALSE;TRUE;;;;;;;hawaiiShirt;NA;NA;;;;;;;bathrobe, hawaiiShirt;bathrobe, shirt;bathrobe, clothing;gloves, hawaiiShirt;gloves, shirt;gloves, clothing
8258-f;1.45E+12;61;subSuperTrial;distr22;poloShirt;target;4;2;shirt;clothing;socks;distrClass2;3;4;NA;clothing;gloves;distrClass2;2;3;NA;clothing;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;poloShirt;NA;NA;;;;;;;socks, poloShirt;socks, shirt;socks, clothing;gloves, poloShirt;gloves, shirt;gloves, clothing
2195-2;1.45E+12;5;subSuperTrial;distr22;tShirt;target;2;4;shirt;clothing;socks;distrClass2;3;2;NA;clothing;gloves;distrClass2;4;3;NA;clothing;1;1;0;SHIRT;;1.45E+12;SHIRT;FALSE;FALSE;FALSE;;TRUE;;;;;;tShirt;NA;NA;;;;;;;socks, tShirt;socks, shirt;socks, clothing;gloves, tShirt;gloves, shirt;gloves, clothing
2195-2;1.45E+12;28;subSuperTrial;distr22;dressShirt;target;2;4;shirt;clothing;socks;distrClass2;4;2;NA;clothing;gloves;distrClass2;3;3;NA;clothing;1;1;0;SHIRT;;1.45E+12;SHIRT;FALSE;FALSE;FALSE;;TRUE;;;;;;dressShirt;NA;NA;;;;;;;socks, dressShirt;socks, shirt;socks, clothing;gloves, dressShirt;gloves, shirt;gloves, clothing
8258-f;1.45E+12;19;subSuperTrial;distr22;dressShirt;target;3;2;shirt;clothing;dress;distrClass2;4;4;NA;clothing;gloves;distrClass2;2;3;NA;clothing;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;dressShirt;NA;NA;;;;;;;dress, dressShirt;dress, shirt;dress, clothing;gloves, dressShirt;gloves, shirt;gloves, clothing
5934-3;1.45E+12;41;subSuperTrial;distr22;dressShirt;target;2;4;shirt;clothing;dress;distrClass2;4;3;NA;clothing;gloves;distrClass2;3;2;NA;clothing;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;dressShirt;NA;NA;;;;;;;dress, dressShirt;dress, shirt;dress, clothing;gloves, dressShirt;gloves, shirt;gloves, clothing
4842-f;1.45E+12;19;subSuperTrial;distr22;hawaiiShirt;target;4;2;shirt;clothing;dress;distrClass2;3;4;NA;clothing;gloves;distrClass2;2;3;NA;clothing;1;1;0;cheesy taste in vaca clothes;;1.45E+12;cheesy taste in vaca clothes;FALSE;FALSE;FALSE;TRUE;;;TRUE;;;;hawaiiShirt;NA;NA;;;;;;;dress, hawaiiShirt;dress, shirt;dress, clothing;gloves, hawaiiShirt;gloves, shirt;gloves, clothing
3695-5;1.45E+12;34;subSuperTrial;distr22;poloShirt;target;2;4;shirt;clothing;dress;distrClass2;3;2;NA;clothing;gloves;distrClass2;4;3;NA;clothing;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;poloShirt;NA;NA;;;;;;;dress, poloShirt;dress, shirt;dress, clothing;gloves, poloShirt;gloves, shirt;gloves, clothing
2195-2;1.45E+12;30;subSuperTrial;distr22;tulip;target;3;3;flower;plant;pottedPlant;distrClass2;2;2;NA;plant;grasses;distrClass2;4;4;NA;plant;1;1;0;ROSE;;1.45E+12;ROSE;FALSE;FALSE;TRUE;;;;;;;;tulip;NA;NA;;;;;;;pottedPlant, tulip;pottedPlant, flower;pottedPlant, plant;grasses, tulip;grasses, flower;grasses, plant
5975-e;1.45E+12;46;subSuperTrial;distr22;pandaBear;target;2;2;bear;animal;chick;distrClass2;3;4;NA;animal;horse;distrClass2;4;3;NA;animal;1;1;0;black and white;;1.45E+12;black and white;FALSE;TRUE;FALSE;;;;;;;;pandaBear;NA;NA;;;;;;;chick, pandaBear;chick, bear;chick, animal;horse, pandaBear;horse, bear;horse, animal
8935-b;1.45E+12;19;subSuperTrial;distr22;parrot;target;2;2;bird;animal;kitten;distrClass2;4;4;NA;animal;iguana;distrClass2;3;3;NA;animal;1;1;0;Rainbow;;1.45E+12;Rainbow;FALSE;FALSE;FALSE;TRUE;;;;;;;parrot;NA;NA;;;;;;;kitten, parrot;kitten, bird;kitten, animal;iguana, parrot;iguana, bird;iguana, animal
5628-2;1.45E+12;9;subSuperTrial;distr22;eagle;target;2;4;bird;animal;lion;distrClass2;3;2;NA;animal;iguana;distrClass2;4;3;NA;animal;1;1;0;eagle;;1.45E+12;eagle;FALSE;FALSE;TRUE;;;;;;;;eagle;NA;NA;;;;;;;lion, eagle;lion, bird;lion, animal;iguana, eagle;iguana, bird;iguana, animal
4842-f;1.45E+12;60;subSuperTrial;distr22;pigeon;target;4;2;bird;animal;squirrel;distrClass2;2;4;NA;animal;iguana;distrClass2;3;3;NA;animal;1;1;0;sends messages;;1.45E+12;sends messages;FALSE;FALSE;FALSE;TRUE;;;;;;;pigeon;NA;NA;;;;;;;squirrel, pigeon;squirrel, bird;squirrel, animal;iguana, pigeon;iguana, bird;iguana, animal
4452-5;1.45E+12;27;subSuperTrial;distr22;pug;target;4;4;dog;animal;chick;distrClass2;2;2;NA;animal;iguana;distrClass2;3;3;NA;animal;1;1;0;pug;;1.45E+12;pug;FALSE;FALSE;TRUE;;;;;;;;pug;NA;NA;;;;;;;chick, pug;chick, dog;chick, animal;iguana, pug;iguana, dog;iguana, animal
9551-7;1.45E+12;15;subSuperTrial;distr22;sunflower;target;2;4;flower;plant;grasses;distrClass2;4;3;NA;plant;ivy;distrClass2;3;2;NA;plant;1;1;0;yellow;;1.45E+12;yellow;FALSE;TRUE;FALSE;;;;;;;;sunflower;NA;NA;;;;;;;grasses, sunflower;grasses, flower;grasses, plant;ivy, sunflower;ivy, flower;ivy, plant
4842-f;1.45E+12;17;subSuperTrial;distr22;rose;target;2;2;flower;plant;rosemary;distrClass2;3;4;NA;plant;ivy;distrClass2;4;3;NA;plant;1;1;0;beautiful;;1.45E+12;beautiful;FALSE;FALSE;FALSE;TRUE;;;;;;;rose;NA;NA;;;;;;;rosemary, rose;rosemary, flower;rosemary, plant;ivy, rose;ivy, flower;ivy, plant
9807-5;1.45E+12;48;subSuperTrial;distr22;polarBear;target;4;4;bear;animal;crocodile;distrClass2;2;3;NA;animal;kitten;distrClass2;3;2;NA;animal;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;polarBear;NA;NA;;;;;;;crocodile, polarBear;crocodile, bear;crocodile, animal;kitten, polarBear;kitten, bear;kitten, animal
4517-f;1.45E+12;44;subSuperTrial;distr22;dalmatian;target;3;2;dog;animal;rabbit;distrClass2;4;3;NA;animal;kitten;distrClass2;2;4;NA;animal;1;1;0;dog ;;1.45E+12;dog ;FALSE;FALSE;FALSE;;TRUE;;;;;;dalmatian;NA;NA;;;;;;;rabbit, dalmatian;rabbit, dog;rabbit, animal;kitten, dalmatian;kitten, dog;kitten, animal
5934-3;1.45E+12;17;subSuperTrial;distr22;blackBear;target;2;2;bear;animal;horse;distrClass2;4;4;NA;animal;lion;distrClass2;3;3;NA;animal;1;1;0;the bear;;1.45E+12;the bear;FALSE;FALSE;FALSE;;TRUE;;;;;TRUE;blackBear;NA;NA;;;;;;;horse, blackBear;horse, bear;horse, animal;lion, blackBear;lion, bear;lion, animal
7830-a;1.45E+12;64;subSuperTrial;distr22;germanShepherd;target;2;3;dog;animal;horse;distrClass2;4;4;NA;animal;lion;distrClass2;3;2;NA;animal;1;1;0;doggy;;1.45E+12;doggy;FALSE;FALSE;FALSE;;TRUE;;;;;;germanShepherd;NA;NA;;;;;;;horse, germanShepherd;horse, dog;horse, animal;lion, germanShepherd;lion, dog;lion, animal
9807-5;1.45E+12;18;subSuperTrial;distr22;clownFish;target;4;3;fish;animal;pig;distrClass2;3;2;NA;animal;lion;distrClass2;2;4;NA;animal;1;1;0;fish;;1.45E+12;fish;FALSE;FALSE;FALSE;;TRUE;;;;;;clownFish;NA;NA;;;;;;;pig, clownFish;pig, fish;pig, animal;lion, clownFish;lion, fish;lion, animal
8684-3;1.45E+12;47;subSuperTrial;distr22;parrot;target;2;4;bird;animal;rabbit;distrClass2;3;3;NA;animal;lion;distrClass2;4;2;NA;animal;1;1;0;flies;;1.45E+12;flies;FALSE;FALSE;FALSE;;;;TRUE;;;;parrot;NA;NA;;;;;;;rabbit, parrot;rabbit, bird;rabbit, animal;lion, parrot;lion, bird;lion, animal
5975-e;1.45E+12;63;subSuperTrial;distr22;clownFish;target;3;2;fish;animal;kitten;distrClass2;2;3;NA;animal;lion;distrClass2;4;4;NA;animal;1;1;0;fins;;1.45E+12;fins;FALSE;FALSE;FALSE;;;;TRUE;;;;clownFish;NA;NA;;;;;;;kitten, clownFish;kitten, fish;kitten, animal;lion, clownFish;lion, fish;lion, animal
8258-f;1.45E+12;26;subSuperTrial;distr22;goldFish;target;3;2;fish;animal;lobster;distrClass2;4;4;NA;animal;lion;distrClass2;2;3;NA;animal;1;1;0;fish;;1.45E+12;fish;FALSE;FALSE;FALSE;;TRUE;;;;;;goldFish;NA;NA;;;;;;;lobster, goldFish;lobster, fish;lobster, animal;lion, goldFish;lion, fish;lion, animal
4517-f;1.45E+12;51;subSuperTrial;distr22;catfish;target;4;4;fish;animal;cow;distrClass2;3;2;NA;animal;lobster;distrClass2;2;3;NA;animal;1;1;0;fish;;1.45E+12;fish;FALSE;FALSE;FALSE;;TRUE;;;;;;catfish;NA;NA;;;;;;;cow, catfish;cow, fish;cow, animal;lobster, catfish;lobster, fish;lobster, animal
3158-b;1.45E+12;61;subSuperTrial;distr22;pandaBear;target;4;4;bear;animal;crocodile;distrClass2;2;2;NA;animal;lobster;distrClass2;3;3;NA;animal;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;pandaBear;NA;NA;;;;;;;crocodile, pandaBear;crocodile, bear;crocodile, animal;lobster, pandaBear;lobster, bear;lobster, animal
3695-5;1.45E+12;8;subSuperTrial;distr22;minivan;target;2;3;car;vehicle;train;distrClass2;3;4;NA;vehicle;motorcycle;distrClass2;4;2;NA;vehicle;1;1;0;van;;1.45E+12;van;FALSE;FALSE;TRUE;;;;;TRUE;;;minivan;NA;NA;;;;;;;train, minivan;train, car;train, vehicle;motorcycle, minivan;motorcycle, car;motorcycle, vehicle
5512-7;1.45E+12;64;subSuperTrial;distr22;pandaBear;target;3;3;bear;animal;kitten;distrClass2;4;4;NA;animal;pig;distrClass2;2;2;NA;animal;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;pandaBear;NA;NA;;;;;;;kitten, pandaBear;kitten, bear;kitten, animal;pig, pandaBear;pig, bear;pig, animal
5628-2;1.45E+12;43;subSuperTrial;distr22;pigeon;target;3;3;bird;animal;rhino;distrClass2;2;2;NA;animal;pig;distrClass2;4;4;NA;animal;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;pigeon;NA;NA;;;;;;;rhino, pigeon;rhino, bird;rhino, animal;pig, pigeon;pig, bird;pig, animal
7830-a;1.45E+12;16;subSuperTrial;distr22;dalmatian;target;3;3;dog;animal;sheep;distrClass2;2;2;NA;animal;pig;distrClass2;4;4;NA;animal;1;1;0;spots;;1.45E+12;spots;FALSE;FALSE;FALSE;TRUE;;;;;;;dalmatian;NA;NA;;;;;;;sheep, dalmatian;sheep, dog;sheep, animal;pig, dalmatian;pig, dog;pig, animal
7111-e;1.45E+12;41;subSuperTrial;distr22;husky;target;2;2;dog;animal;chick;distrClass2;4;3;NA;animal;pig;distrClass2;3;4;NA;animal;1;1;0;grey;;1.45E+12;grey;FALSE;TRUE;FALSE;;;;;;;;husky;NA;NA;;;;;;;chick, husky;chick, dog;chick, animal;pig, husky;pig, dog;pig, animal
4452-5;1.45E+12;46;subSuperTrial;distr22;goldFish;target;3;3;fish;animal;iguana;distrClass2;4;4;NA;animal;pig;distrClass2;2;2;NA;animal;1;1;0;fish;;1.45E+12;fish;FALSE;FALSE;FALSE;;TRUE;;;;;;goldFish;NA;NA;;;;;;;iguana, goldFish;iguana, fish;iguana, animal;pig, goldFish;pig, fish;pig, animal
5239-5;1.45E+12;7;subSuperTrial;distr22;jellyBeans;target;4;2;candy;snack;pretzels;distrClass2;3;4;NA;snack;popcorn;distrClass2;2;3;NA;snack;1;1;0;jelly beans;;1.45E+12;jelly beans;FALSE;FALSE;TRUE;;;;;;;;jellyBeans;NA;NA;;;;;;;pretzels, jellyBeans;pretzels, candy;pretzels, snack;popcorn, jellyBeans;popcorn, candy;popcorn, snack
9551-7;1.45E+12;42;subSuperTrial;distr22;tulip;target;4;3;flower;plant;grasses;distrClass2;2;4;NA;plant;pottedPlant;distrClass2;3;2;NA;plant;1;1;0;red flower;;1.45E+12;red flower;FALSE;TRUE;FALSE;;TRUE;;;;;;tulip;NA;NA;;;;;;;grasses, tulip;grasses, flower;grasses, plant;pottedPlant, tulip;pottedPlant, flower;pottedPlant, plant
5512-7;1.45E+12;15;subSuperTrial;distr22;daisy;target;2;4;flower;plant;rosemary;distrClass2;3;2;NA;plant;pottedPlant;distrClass2;4;3;NA;plant;1;1;0;daisy;;1.45E+12;daisy;FALSE;FALSE;TRUE;;;;;;;;daisy;NA;NA;;;;;;;rosemary, daisy;rosemary, flower;rosemary, plant;pottedPlant, daisy;pottedPlant, flower;pottedPlant, plant
8935-b;1.45E+12;14;subSuperTrial;distr22;sunflower;target;4;4;flower;plant;rosemary;distrClass2;2;3;NA;plant;pottedPlant;distrClass2;3;2;NA;plant;1;1;0;Yellow;;1.45E+12;Yellow;FALSE;TRUE;FALSE;;;;;;;;sunflower;NA;NA;;;;;;;rosemary, sunflower;rosemary, flower;rosemary, plant;pottedPlant, sunflower;pottedPlant, flower;pottedPlant, plant
5239-5;1.45E+12;30;subSuperTrial;distr22;sunflower;target;4;3;flower;plant;ivy;distrClass2;2;2;NA;plant;pottedPlant;distrClass2;3;4;NA;plant;1;1;0;sunflower;;1.45E+12;sunflower;FALSE;FALSE;TRUE;;;;;;;;sunflower;NA;NA;;;;;;;ivy, sunflower;ivy, flower;ivy, plant;pottedPlant, sunflower;pottedPlant, flower;pottedPlant, plant
2195-2;1.45E+12;63;subSuperTrial;distr22;skittles;target;2;2;candy;snack;chips;distrClass2;3;4;NA;snack;pretzels;distrClass2;4;3;NA;snack;1;1;0;SKITTLES;;1.45E+12;SKITTLES;FALSE;FALSE;TRUE;;;;;;;;skittles;NA;NA;;;;;;;chips, skittles;chips, candy;chips, snack;pretzels, skittles;pretzels, candy;pretzels, snack
3695-5;1.45E+12;10;subSuperTrial;distr22;mnMs;target;3;3;candy;snack;chips;distrClass2;2;2;NA;snack;pretzels;distrClass2;4;4;NA;snack;2;2;0;or truck___m&ms;;1449265572721___1449265575376;or truck;FALSE;FALSE;TRUE;;;;;;;;mnMs;NA;NA;;;;;;;chips, mnMs;chips, candy;chips, snack;pretzels, mnMs;pretzels, candy;pretzels, snack
4393-a;1.45E+12;2;subSuperTrial;distr22;clownFish;target;4;4;fish;animal;bison;distrClass2;2;3;NA;animal;rabbit;distrClass2;3;2;NA;animal;1;1;0;Fish;;1.45E+12;Fish;FALSE;FALSE;FALSE;;TRUE;;;;;;clownFish;NA;NA;;;;;;;bison, clownFish;bison, fish;bison, animal;rabbit, clownFish;rabbit, fish;rabbit, animal
3504-8;1.45E+12;29;subSuperTrial;distr22;hummingBird;target;4;2;bird;animal;horse;distrClass2;2;4;NA;animal;rabbit;distrClass2;3;3;NA;animal;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;hummingBird;NA;NA;;;;;;;horse, hummingBird;horse, bird;horse, animal;rabbit, hummingBird;rabbit, bird;rabbit, animal
2919-a;1.45E+12;32;subSuperTrial;distr22;dalmatian;target;3;4;dog;animal;bison;distrClass2;4;2;NA;animal;rhino;distrClass2;2;3;NA;animal;1;1;0;dalmation;;1.45E+12;dalmation;FALSE;FALSE;TRUE;;;;;;;;dalmatian;NA;NA;;;;;;;bison, dalmatian;bison, dog;bison, animal;rhino, dalmatian;rhino, dog;rhino, animal
4452-5;1.45E+12;62;subSuperTrial;distr22;blackBear;target;4;2;bear;animal;elephant;distrClass2;2;3;NA;animal;sheep;distrClass2;3;4;NA;animal;1;1;0;black bear;;1.45E+12;black bear;FALSE;FALSE;TRUE;;;;;;;;blackBear;NA;NA;;;;;;;elephant, blackBear;elephant, bear;elephant, animal;sheep, blackBear;sheep, bear;sheep, animal
5628-2;1.45E+12;4;subSuperTrial;distr22;blackBear;target;2;4;bear;animal;iguana;distrClass2;3;3;NA;animal;sheep;distrClass2;4;2;NA;animal;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;blackBear;NA;NA;;;;;;;iguana, blackBear;iguana, bear;iguana, animal;sheep, blackBear;sheep, bear;sheep, animal
4842-f;1.45E+12;66;subSuperTrial;distr22;swordFish;target;4;4;fish;animal;rhino;distrClass2;2;2;NA;animal;sheep;distrClass2;3;3;NA;animal;2;2;0;blank in a can ___from the ocean;;1449260437474___1449260443647;blank in a can ;FALSE;FALSE;FALSE;TRUE;;;;;;;swordFish;NA;NA;;;;;;;rhino, swordFish;rhino, fish;rhino, animal;sheep, swordFish;sheep, fish;sheep, animal
9551-7;1.45E+12;24;subSuperTrial;distr22;catfish;target;4;4;fish;animal;kitten;distrClass2;2;3;NA;animal;snake;distrClass2;3;2;NA;animal;1;1;0;fish;;1.45E+12;fish;FALSE;FALSE;FALSE;;TRUE;;;;;;catfish;NA;NA;;;;;;;kitten, catfish;kitten, fish;kitten, animal;snake, catfish;snake, fish;snake, animal
8684-3;1.45E+12;7;subSuperTrial;distr22;hummingBird;target;3;4;bird;animal;rabbit;distrClass2;2;2;NA;animal;snake;distrClass2;4;3;NA;animal;1;1;0;flies;;1.45E+12;flies;FALSE;FALSE;FALSE;;;;TRUE;;;;hummingBird;NA;NA;;;;;;;rabbit, hummingBird;rabbit, bird;rabbit, animal;snake, hummingBird;snake, bird;snake, animal
9807-5;1.45E+12;25;subSuperTrial;distr22;tShirt;target;4;2;shirt;clothing;dress;distrClass2;2;4;NA;clothing;socks;distrClass2;3;3;NA;clothing;1;1;0;blue shirt;;1.45E+12;blue shirt;FALSE;TRUE;FALSE;;TRUE;;;;;;tShirt;NA;NA;;;;;;;dress, tShirt;dress, shirt;dress, clothing;socks, tShirt;socks, shirt;socks, clothing
5512-7;1.45E+12;7;subSuperTrial;distr22;dressShirt;target;3;2;shirt;clothing;dress;distrClass2;2;4;NA;clothing;socks;distrClass2;4;3;NA;clothing;1;1;0;blue;;1.45E+12;blue;FALSE;TRUE;FALSE;;;;;;;;dressShirt;NA;NA;;;;;;;dress, dressShirt;dress, shirt;dress, clothing;socks, dressShirt;socks, shirt;socks, clothing
6456-4;1.45E+12;68;subSuperTrial;distr22;blackBear;target;2;4;bear;animal;kitten;distrClass2;3;2;NA;animal;squirrel;distrClass2;4;3;NA;animal;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;blackBear;NA;NA;;;;;;;kitten, blackBear;kitten, bear;kitten, animal;squirrel, blackBear;squirrel, bear;squirrel, animal
3504-8;1.45E+12;15;subSuperTrial;distr22;pandaBear;target;2;2;bear;animal;rabbit;distrClass2;4;3;NA;animal;squirrel;distrClass2;3;4;NA;animal;1;1;0;panda;;1.45E+12;panda;FALSE;FALSE;TRUE;;;;;;;;pandaBear;NA;NA;;;;;;;rabbit, pandaBear;rabbit, bear;rabbit, animal;squirrel, pandaBear;squirrel, bear;squirrel, animal
3158-b;1.45E+12;27;subSuperTrial;distr22;dalmatian;target;2;3;dog;animal;sheep;distrClass2;4;2;NA;animal;squirrel;distrClass2;3;4;NA;animal;1;1;0;doggie;;1.45E+12;doggie;FALSE;FALSE;FALSE;;TRUE;;;;;;dalmatian;NA;NA;;;;;;;sheep, dalmatian;sheep, dog;sheep, animal;squirrel, dalmatian;squirrel, dog;squirrel, animal
4393-a;1.45E+12;15;subSuperTrial;distr22;catfish;target;4;2;fish;animal;chick;distrClass2;3;3;NA;animal;squirrel;distrClass2;2;4;NA;animal;1;1;0;Fish;;1.45E+12;Fish;FALSE;FALSE;FALSE;;TRUE;;;;;;catfish;NA;NA;;;;;;;chick, catfish;chick, fish;chick, animal;squirrel, catfish;squirrel, fish;squirrel, animal
4393-a;1.45E+12;6;subSuperTrial;distr22;pigeon;target;3;4;bird;animal;elephant;distrClass2;2;2;NA;animal;squirrel;distrClass2;4;3;NA;animal;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;pigeon;NA;NA;;;;;;;elephant, pigeon;elephant, bird;elephant, animal;squirrel, pigeon;squirrel, bird;squirrel, animal
5975-e;1.45E+12;72;subSuperTrial;distr22;minivan;target;3;3;car;vehicle;ambulance;distrClass2;4;4;NA;vehicle;train;distrClass2;2;2;NA;vehicle;1;1;0;white;;1.45E+12;white;FALSE;TRUE;FALSE;;;;;;;;minivan;NA;NA;;;;;;;ambulance, minivan;ambulance, car;ambulance, vehicle;train, minivan;train, car;train, vehicle
5975-e;1.45E+12;52;subSuperTrial;distr22;sportsCar;target;3;2;car;vehicle;firetruck;distrClass2;2;3;NA;vehicle;train;distrClass2;4;4;NA;vehicle;1;1;0;silver;;1.45E+12;silver;FALSE;TRUE;FALSE;;;;;;;;sportsCar;NA;NA;;;;;;;firetruck, sportsCar;firetruck, car;firetruck, vehicle;train, sportsCar;train, car;train, vehicle
8430-f;1.45E+12;51;subSuperTrial;distr22;picnicTable;target;2;3;table;furniture;bookcase;distrClass2;4;2;NA;furniture;wardrobe;distrClass2;3;4;NA;furniture;2;2;0;good job so far!___picnic;;1449255359603___1449255360627;good job so far!;FALSE;FALSE;TRUE;;;;;TRUE;;;picnicTable;NA;NA;;;;;;;bookcase, picnicTable;bookcase, table;bookcase, furniture;wardrobe, picnicTable;wardrobe, table;wardrobe, furniture
9551-7;1.45E+12;50;subSuperTrial;distr22;bedsideTable;target;4;3;table;furniture;lamp;distrClass2;2;2;NA;furniture;wardrobe;distrClass2;3;4;NA;furniture;1;1;0;drawers;;1.45E+12;drawers;FALSE;FALSE;FALSE;TRUE;;;;;;;bedsideTable;NA;NA;;;;;;;lamp, bedsideTable;lamp, table;lamp, furniture;wardrobe, bedsideTable;wardrobe, table;wardrobe, furniture
5076-0;1.45E+12;53;subSuperTrial;distr22;diningTable;target;4;2;table;furniture;lamp;distrClass2;3;4;NA;furniture;wardrobe;distrClass2;2;3;NA;furniture;1;1;0;Desk;;1.45E+12;Desk;FALSE;FALSE;TRUE;;;;;;;;diningTable;NA;NA;;;;;;;lamp, diningTable;lamp, table;lamp, furniture;wardrobe, diningTable;wardrobe, table;wardrobe, furniture
3293-5;1.45E+12;53;subSuperTrial;distr22;diningTable;target;4;2;table;furniture;bed;distrClass2;3;3;NA;furniture;bookcase;distrClass2;2;4;NA;furniture;1;1;0;table;;1.45E+12;table;FALSE;FALSE;FALSE;;TRUE;;;;;;diningTable;NA;NA;;;;;;;bed, diningTable;bed, table;bed, furniture;bookcase, diningTable;bookcase, table;bookcase, furniture
2195-2;1.45E+12;32;subSuperTrial;distr22;picnicTable;target;2;3;table;furniture;bed;distrClass2;4;2;NA;furniture;bookcase;distrClass2;3;4;NA;furniture;1;1;0;PICNIC TABLE;;1.45E+12;PICNIC TABLE;FALSE;FALSE;TRUE;;;;;;;;picnicTable;NA;NA;;;;;;;bed, picnicTable;bed, table;bed, furniture;bookcase, picnicTable;bookcase, table;bookcase, furniture
5934-3;1.45E+12;21;subSuperTrial;distr22;diningTable;target;2;3;table;furniture;lamp;distrClass2;4;4;NA;furniture;bookcase;distrClass2;3;2;NA;furniture;2;1;1;table;ha! lol you should create an account!;1449261277640___1449261287041;table;FALSE;FALSE;FALSE;;TRUE;;;;;;diningTable;NA;NA;;;;;;;lamp, diningTable;lamp, table;lamp, furniture;bookcase, diningTable;bookcase, table;bookcase, furniture
